id,x1,x2,x3,x4,etiqueta
train_0083,-2.10608404,1.44480245,0.83271501,1.58704050,0
train_0084,-2.41383403,0.82218470,-0.31597598,2.10725302,0
train_0085,-1.04559962,0.84795493,-0.52473783,0.18355251,0
train_0086,-1.48537297,-1.31838151,2.42766883,-0.57733545,0
train_0087,2.08351905,0.48441585,0.73533813,1.78322425,1
train_0088,1.01765469,-1.35881081,-0.77894896,-2.21307269,0
train_0089,1.15831361,1.30971219,1.54917868,-1.90388386,0
train_0090,-1.52728688,2.38647149,0.58365023,-2.27506630,1
train_0091,0.21825519,-2.19344089,-1.10030441,-0.86666483,1
train_0092,1.36908864,0.10499475,-1.67497467,-2.17692034,0
train_0093,-0.36502287,-0.17777985,-2.35797565,0.86172844,1
train_0094,1.41388158,-0.71548973,-1.57988838,1.32095225,1
train_0095,0.90495666,-0.05562823,2.00099742,1.91400163,0
train_0096,-1.64315676,-1.20429523,1.88119773,-0.24857395,0
train_0097,-2.12528159,1.81921364,-0.21180842,1.66490837,0
train_0098,-0.09546248,-1.38867540,2.46872699,0.17907918,0
train_0099,-2.49967676,0.90482163,1.25622885,-0.79655291,0
train_0100,1.63451928,0.61072035,0.43843599,-1.32963059,0
train_0101,-1.69575607,-0.59856700,-2.14058522,1.30387188,0
train_0102,-1.64396050,-1.32959954,1.31264022,1.62846279,0
train_0103,0.15413998,1.33803016,-0.32515817,1.40141279,1
train_0104,0.42991743,-1.09600057,-1.27625697,-1.69523983,1
train_0105,-1.80857670,0.88734429,2.03912419,1.29203920,0
train_0106,-0.16213846,1.59887213,-1.18630107,-2.27793743,1
train_0107,1.20794963,-0.99643552,2.41870297,1.37733317,0
train_0108,-0.28239782,0.58369987,1.98237272,0.98867650,0
train_0109,1.13125743,2.05490460,2.01868990,-1.56729640,0
train_0110,0.50662556,1.15191605,0.73609995,-1.33954429,0
train_0111,0.35863050,-1.45065063,0.13697106,-1.74384545,0
train_0112,-0.04633369,0.56101028,1.02048544,1.81932854,0
train_0113,-2.29550841,-1.61694930,2.42671917,1.32997298,0
train_0114,0.91234532,1.46033949,2.27549987,1.90577959,0
train_0115,1.49942296,-0.26690403,-0.54689537,-0.81239283,1
train_0116,-0.89058177,1.92885030,-0.85890221,2.22901584,0
train_0117,1.26479440,2.48490511,2.03276306,-1.10405374,1
train_0118,1.84443691,1.76888489,1.01997916,-0.06094755,1
train_0119,-0.48524519,0.32094588,-0.90092288,0.33918802,0
train_0120,-0.97970950,-1.03186982,-0.41875468,0.13912105,0
train_0121,-0.33224212,-0.70700782,1.03241885,-1.19562364,0
train_0122,2.18134681,-0.12424104,0.33184605,1.36135056,1
train_0123,0.16160494,1.80153086,-0.35777315,-2.30285838,1
train_0124,-1.26720445,0.79666423,-0.72158440,0.06246998,0
train_0125,-1.49981742,-1.18805446,-1.75615841,-1.04138506,1
train_0126,-2.17326657,0.32900906,-1.28768354,1.36042825,0
train_0127,-1.31127001,0.43556859,1.28376409,0.92625340,0
train_0128,1.07938682,-1.69813813,2.19360026,-0.09182371,0
train_0129,1.40211963,-0.56891965,-0.85605860,-1.27351647,0
train_0130,-0.46856322,-0.79231951,1.95193248,-0.25396588,0
train_0131,0.28506430,1.49727602,1.68823957,-1.62860430,0
train_0132,0.83446847,0.37676453,-1.76199302,0.73529653,1
train_0133,-1.12250912,-1.23954069,2.32243912,-0.43668349,0
train_0134,-1.59120266,-2.00666959,0.88633822,-2.19487605,1
train_0135,-1.73169950,-0.40963740,1.19381217,2.13365624,0
train_0136,-2.38570249,1.28615177,-2.03924805,1.17678052,0
train_0137,-1.50544190,0.51057619,0.98816091,0.79845714,0
train_0138,0.53852937,0.41856542,-0.05817180,2.12706586,0
train_0139,-1.63779488,0.81075397,-2.09989275,1.26704473,0
train_0140,-1.75119388,-0.90297579,0.95330615,1.42708073,0
train_0141,-1.01608628,0.89063921,0.01800578,0.47500144,0
train_0142,-0.61348375,0.57221700,0.97536031,2.09796246,0
train_0143,-0.04563711,-0.51040579,-1.18259070,2.12415044,0
train_0144,-1.72200165,2.27126061,1.30459929,2.07079815,0
train_0145,0.10591781,1.01219148,-1.00514078,-2.33527864,0
train_0146,2.17032346,-0.97253800,-0.20158582,-2.21432563,0
train_0147,-1.52956996,1.60382840,-1.33571678,-1.53452479,1
train_0148,-0.93706361,-0.84724405,2.21410470,2.34691075,0
train_0149,-2.05844137,1.15675431,0.40095898,-0.06264745,0
train_0150,-0.73712156,1.54318723,1.43733598,-0.63990024,0
train_0151,-2.09270008,-0.60694744,1.04312553,-2.17001768,0
train_0152,-1.18032309,-0.28536360,1.74505902,2.02626735,0
train_0153,1.67362459,-0.46276118,1.71166316,-2.23432261,0
train_0154,-2.12821922,-1.55817334,0.71130104,2.21232264,0
train_0155,-0.61827777,-0.90193441,2.17845335,-2.16621370,0
train_0156,-1.16875567,-0.11301430,1.62264985,0.58403648,0
train_0157,1.19455025,0.14117570,0.64299306,1.00262230,0
train_0158,-1.07202208,0.09853503,-1.27607263,-1.50320876,0
train_0159,-1.23789519,-1.74691798,0.19607039,-2.44723885,1
train_0160,-2.35869757,-0.29799552,-1.31015891,2.05031227,0
train_0161,1.57113531,0.40398120,2.43374337,1.40280366,0
train_0162,1.58189924,0.09205521,0.25325389,-0.67028253,0
train_0163,-1.68245115,0.98900007,-0.27110330,-2.45942646,0
train_0164,-2.08670304,-2.31679626,1.77837830,-0.48906460,1
train_0165,-1.03330182,2.32728109,1.93737764,-1.24936294,1
train_0166,-0.68779300,0.20503789,2.36272716,1.13694410,0
train_0167,-0.78576104,1.78401412,2.36184117,1.23484884,0
train_0168,-0.00181742,1.83659083,0.92215166,2.09114453,0
train_0169,-2.08411675,-0.81853847,-0.93127854,0.23886263,0
train_0170,1.06503587,0.83806178,-0.79687869,-0.15815506,1
train_0171,1.65345331,-2.08556260,0.01537436,-1.32971521,1
train_0172,-2.13527253,1.57765402,-2.30873936,0.56445536,1
train_0173,0.51357875,1.79447645,0.23274352,-1.61973678,1
train_0174,2.16700683,1.81007834,0.74187202,-1.98218004,0
train_0175,2.45956691,-1.07732165,2.39989291,0.08987124,0
train_0176,-0.01189212,-1.12863839,0.38311305,-0.37102393,0
train_0177,-2.04651714,-0.06736011,1.50121027,-0.28278319,0
train_0178,0.53493423,-0.50048550,-1.68464534,1.11513160,1
train_0179,-2.23761918,1.10473005,1.79692719,0.40667787,0
train_0180,-1.05839647,-0.66323180,1.66606117,-0.51844848,0
train_0181,-0.47682915,-0.63288111,0.97252289,2.38020432,0
train_0182,-1.80558385,1.37910589,0.66078303,0.06242206,0
train_0183,0.08492868,-0.34735051,-0.31939908,-0.71272702,0
train_0184,-0.93510646,1.83602145,1.75247764,0.37285671,0
train_0185,2.48993743,0.78799099,-1.30175267,-1.31137552,0
train_0186,-0.36693248,-0.23353304,1.85523977,-2.41864845,0
train_0187,1.63610063,0.32146078,-0.30814452,-0.00755891,1
train_0188,-1.46392814,2.32077963,-1.46240151,-2.37804198,1
train_0189,2.00436737,0.19634743,-0.36524914,-2.17920083,0
train_0190,-1.34219211,0.60742617,0.57023048,0.33360865,0
train_0191,-0.05436589,-0.66078366,0.00477131,-0.17651406,1
train_0192,0.07349601,-0.48007629,2.07621635,1.06150346,0
train_0193,-1.58255400,1.19850218,1.65400228,-0.06811082,0
train_0194,-0.54266670,1.17174933,0.53792996,1.69797589,0
train_0195,2.12221519,-2.03921730,2.27035809,-1.17895160,0
train_0196,2.26868919,0.46161360,1.17247918,1.95045206,0
train_0197,2.10888196,0.42533246,2.25044231,1.83532718,0
train_0198,-1.99308708,-0.80383270,-1.14192951,0.60737391,0
train_0199,-1.18821798,2.15120718,-2.02978626,2.24247408,1
train_0200,1.18009108,0.69194487,1.73434019,-0.74814169,0
train_0201,1.89613151,-0.76643175,1.81316309,2.22012558,0
train_0202,-0.03042107,0.14856337,1.56878030,2.11039443,0
train_0203,1.10171843,-0.32888164,1.68575537,0.48655900,0
train_0204,-0.11193640,1.37655346,1.21057201,-1.00817706,0
train_0205,2.44474611,-1.28363339,-2.42706780,0.30588657,1
train_0206,-2.28362133,1.49915076,1.76758800,-1.16733604,0
train_0207,-2.38574700,-1.27907640,-1.59187459,2.26711563,0
train_0208,-2.42792884,-1.32011619,-0.31853090,2.00936971,0
train_0209,-2.47888076,2.02534829,2.08979586,0.77941703,0
train_0210,1.99092238,0.77468520,2.36954206,-0.22248165,0
train_0211,1.96683059,1.80214599,-2.34267718,-1.33920080,1
train_0212,-1.24302920,1.10265633,1.78368194,-1.64513176,0
train_0213,1.46254125,-0.02185201,0.61433763,1.51939233,0
train_0214,-1.78179924,-0.16554270,1.48926450,-0.23900312,0
train_0215,0.65949028,-0.96717919,2.38090009,1.26025921,0
train_0216,-0.65520733,0.04244594,-1.26967110,1.80363415,0
train_0217,-1.66386834,0.06566584,-2.47760184,1.01750741,0
train_0218,0.86626316,-1.51410885,1.82341193,-1.90543874,0
train_0219,-0.88122293,-1.82213662,1.42265405,-0.66184419,0
train_0220,1.91358208,0.59112647,-0.77444657,-1.28336808,0
train_0221,-1.77778423,-1.08202174,-2.44481323,1.73377397,0
train_0222,2.26276487,1.18586467,-0.22735327,-2.25999882,0
train_0223,-0.06623984,0.07817819,-1.92632293,-0.50962279,1
train_0224,1.29815529,1.27050612,-1.88219823,-2.47739623,0
train_0225,-1.06026401,0.48762427,-0.90319319,-1.92598644,0
train_0226,0.35583214,1.58824901,1.80582479,-2.11420850,0
train_0227,-1.57758328,-1.00830274,2.08819648,-2.48932110,0
train_0228,-0.39126098,-0.20074007,-0.29805582,0.34436167,0
train_0229,0.60607077,-0.32508281,0.50132036,-1.70775322,0
train_0230,-0.77304568,1.87149705,-1.85562744,-2.47520173,1
train_0231,2.05838886,1.59428397,-1.11393394,0.25632386,1
train_0232,-0.16942613,0.41533334,-1.52414730,-1.20527907,1
train_0233,1.47005025,0.37435551,0.00501088,0.88765971,1
train_0234,-1.87334443,-0.70865188,-0.66393465,-1.36510726,0
train_0235,-0.80557018,-0.54850495,-1.72275772,2.41196402,0
train_0236,-1.84143709,-0.70820719,-0.07915985,-0.67842198,0
train_0237,0.40942193,1.42402891,-2.01427737,0.12108984,1
train_0238,-1.36391967,0.54054898,1.61340719,2.19845980,0
train_0239,-0.36901447,0.09663461,-2.34290206,1.44972571,0
train_0240,0.40712693,0.03232250,2.34754308,-0.96987317,0
train_0241,1.95232115,0.73668069,-1.22939806,-1.16450651,0
train_0242,1.33407873,-1.36433707,2.46184917,1.43350722,1
train_0243,1.35259961,-2.14715495,1.43672802,-2.20339926,1
train_0244,0.90090411,-1.91102797,-1.75685435,-0.18378930,1
train_0245,-0.98807419,-1.23927494,-0.04434402,-2.49085971,0
train_0246,-0.48147006,1.46348541,0.75116951,-0.77440483,0
train_0247,0.66075258,1.04696795,-2.21144958,0.83434717,1
train_0248,0.25434666,2.29458875,0.47830503,-0.42942869,1
train_0249,-1.72275934,2.47500678,1.04468894,2.19571103,0
train_0250,0.72650540,-0.33806915,2.19550585,1.64266820,0
train_0251,-1.08352060,-0.97034356,-0.16234822,-2.06620000,0
train_0252,1.26522509,-2.42003383,0.33959864,-2.12438162,1
train_0253,-1.56006594,2.39228005,-0.39807946,2.21166648,0
train_0254,1.78142984,1.35945802,-0.29435756,-1.11267706,1
train_0255,-2.45639506,-2.25316967,2.21466759,-1.95281209,1
train_0256,-0.01642131,0.79288695,-0.44482228,-1.15213186,0
train_0257,0.93927867,0.12776911,0.53930241,-1.70547752,0
train_0258,1.82841449,-1.07982826,-2.27024520,0.43440319,1
train_0259,1.17710081,0.93783359,2.31437043,0.16893628,0
train_0260,0.66270405,2.00878640,2.33553150,-2.41063472,0
train_0261,-2.38050738,-2.47836564,2.07365323,1.77237005,0
train_0262,-2.49508660,0.70532839,0.38256261,2.08255634,0
train_0263,2.20324257,-0.67130229,0.09336696,1.77131547,1
train_0264,-1.20241151,-1.82480102,2.00499713,-0.08059697,0
train_0265,0.32829132,-0.23893084,-0.36102954,-0.92196103,0
train_0266,-2.37832113,0.95715935,-1.88877731,-0.32933451,1
train_0267,-1.08623372,-2.15546048,1.48026598,-2.27667706,0
train_0268,1.97610340,-0.23670339,-0.26084988,0.08496545,0
train_0269,0.30971325,-1.49044095,1.65827589,-0.25323915,0
train_0270,-1.17182809,-1.43324912,0.44826245,1.49232532,0
train_0271,-1.66576049,-0.29562088,1.36615117,1.66219945,0
train_0272,-1.63972912,1.82250609,0.49101069,-1.39167111,1
train_0273,2.43967851,0.65113956,-0.61476329,-0.86308021,0
train_0274,1.60404954,-0.89323583,0.07350349,-2.06850802,0
train_0275,0.72692332,-1.82108602,1.23283031,-1.99854210,0
train_0276,-0.23289712,-0.68234204,0.35185904,0.01161703,0
train_0277,-0.75009939,-2.41780658,-1.09045460,0.01665153,1
train_0278,0.69711104,1.35585221,2.27361882,-2.38552844,0
train_0279,-1.56850135,1.10194406,-0.45031624,0.85301833,0
train_0280,1.66791351,-1.54143052,-1.34646066,0.59534508,1
train_0281,-0.45416517,0.58328573,2.31786205,-2.22652992,0
train_0282,0.27691221,0.35068018,-0.91533261,-0.72365066,0
train_0283,2.46247149,-0.59862805,2.21205877,-1.58131678,0
train_0284,-1.75890138,2.34057252,0.97247011,-1.83328846,1
train_0285,1.45239731,1.87482661,0.99973036,0.47047886,1
train_0286,0.16095526,1.01095919,0.96756006,1.13160546,0
train_0287,-1.14186403,-0.73810886,-0.20262738,0.27863819,0
train_0288,2.29180064,-1.38139570,-0.81290687,-1.90172195,0
train_0289,-1.07589321,1.48726803,0.79461948,-1.57376472,0
train_0290,1.18941987,-2.12990850,0.78569504,1.20522126,1
train_0291,-0.39273023,-0.74167651,-2.17625359,-1.18967898,1
train_0292,1.85852817,0.33125281,0.05341249,0.23917384,1
train_0293,-1.15990210,1.02529932,0.93604876,2.37201322,0
train_0294,0.99331661,0.39480505,2.24027190,1.04952925,0
train_0295,1.64504418,-0.14501558,-0.45087361,-1.20133088,0
train_0296,-0.13995445,-0.82420045,0.66140869,0.90724377,0
train_0297,-0.58884338,-0.42156624,2.10262427,-2.17648042,0
train_0298,-0.96377933,1.32839522,-2.08705261,1.57584743,0
train_0299,2.46284824,1.12677836,2.15099494,2.44947988,0
train_0300,-1.61548536,-0.22972962,0.61897906,-0.74772111,0
train_0301,-2.25355892,-2.47970593,-2.20212385,1.39831308,1
train_0302,1.92263884,-0.52831005,-1.14431719,-0.06697605,1
train_0303,0.78328613,-0.43922734,-1.44685656,-2.49422161,0
train_0304,-1.07863938,0.80992684,1.17711536,0.26433252,0
train_0305,0.02910360,-1.96616022,2.02412152,-0.34322930,0
train_0306,-0.47687431,1.69931061,-1.87067628,1.94960121,1
train_0307,-2.16091372,-2.09638341,-1.62492754,1.18718890,1
train_0308,1.16283209,-1.20415185,-0.62001343,-1.83297887,0
train_0309,-1.00173291,-1.39828786,-0.48218269,0.22394820,0
train_0310,-0.54271450,1.79514332,1.16904929,-1.72799466,0
train_0311,-1.75430716,-1.23087056,-0.68440414,1.69354648,0
train_0312,0.56476455,1.25538765,-0.79150770,-0.86851802,1
train_0313,-1.54372673,-0.83970038,1.69987371,-0.53672349,0
train_0314,-0.96423976,2.19898616,1.67604706,-1.41367567,0
train_0315,-1.23900265,-0.17114292,-2.19752182,-1.12046997,0
train_0316,1.96773411,-0.89345311,-0.05218582,-1.70500279,0
train_0317,0.34738898,1.22160711,0.15703535,-2.39091179,0
train_0318,2.46285707,0.65039255,1.96860513,1.63251516,0
train_0319,-0.66762614,-0.07112589,1.16872190,-0.31737808,0
train_0320,-0.34954159,0.65661593,1.83254795,2.46952763,0
train_0321,-0.95695083,2.06803747,2.44021166,-2.29486144,0
train_0322,2.00245140,-0.92725940,-2.41153562,-1.60664142,0
train_0323,0.61962863,-0.99409535,-1.03569882,-1.13268457,1
train_0324,-0.49858789,-1.50115147,-1.99565526,-2.05339221,1
train_0325,-2.06022887,0.28402697,-0.09468210,1.19085032,0
train_0326,-1.48497308,0.66179734,-0.30387158,-1.82809007,0
train_0327,2.02420373,-1.45812676,-0.52892873,2.43103152,1
train_0328,-2.44056282,1.34786718,0.73061474,0.22141269,0
train_0329,1.60423528,1.92352385,1.50405636,-1.85844273,0
train_0330,-0.01788627,0.41305508,-2.46466527,-0.35696713,1
train_0331,-1.00861563,1.88501752,1.49392206,0.26991410,0
train_0332,-0.31598347,2.49453352,1.92319262,-0.87261794,1
train_0333,1.08945282,1.40540439,-2.19536793,2.20370036,1
train_0334,-2.42862177,2.02504273,-2.24091193,-1.49220759,1
train_0335,-0.26355979,1.78068689,1.04821396,1.76108691,0
train_0336,-0.37111181,1.86397156,-0.44672285,-0.03385866,1
train_0337,-0.76619951,-1.39907104,-0.33718664,1.09298566,0
train_0338,-1.21365164,1.35222521,0.04513587,2.41149833,0
train_0339,-1.52927147,-0.61250204,-0.59537860,2.04993756,0
train_0340,-2.11445427,2.14153444,2.35210346,-2.32059077,1
train_0341,-1.63911175,1.34696541,-0.07053504,-2.47807594,0
train_0342,0.64871731,-0.69224960,2.40127058,-1.87368799,0
train_0343,0.51565407,0.84587048,2.04361747,1.24553010,0
train_0344,0.23576185,-1.40560646,-2.34784138,1.95558092,1
train_0345,0.70310462,-1.36911008,1.97931195,-1.79580259,0
train_0346,2.49338034,0.60040788,1.80132871,-2.32046247,0
train_0347,-1.16233549,0.43539596,-0.25783672,2.05642705,0
train_0348,0.04143439,0.33825809,-1.41079091,0.75924644,0
train_0349,-1.92274186,-0.57439073,-2.43858760,2.15994985,0
train_0350,0.60168913,-0.96235146,1.15380641,-0.84172915,0
train_0351,0.21666256,0.67747678,-0.00251158,-2.47101224,0
train_0352,1.27400706,1.26750876,-2.28086204,-0.62024166,1
train_0353,1.45734633,-1.06464948,0.80110723,-0.87294454,0
train_0354,-0.79133784,-0.04473705,-1.75879356,0.53789483,0
train_0355,0.20924140,1.41957382,1.33524938,-0.86992082,0
train_0356,-1.75565887,1.26994938,2.02363377,-0.85399351,0
train_0357,-1.77830134,-0.42740894,-1.07444729,-0.21030895,0
train_0358,2.08107725,2.01268044,2.12102459,-2.17358630,0
train_0359,-1.89593826,0.59489009,-2.33631286,1.24488262,0
train_0360,-1.46690439,0.07645479,2.15929493,1.55466661,0
train_0361,0.04272210,0.26594792,-0.49298025,-1.96157003,0
train_0362,1.83919616,-1.59095895,2.47447238,-1.08226398,0
train_0363,0.60412821,-1.05519742,1.98678203,2.12054289,0
train_0364,-1.48323930,1.61067767,-0.22582778,1.09645480,0
train_0365,-2.17855994,-0.75995636,1.77973674,1.60154063,0
train_0366,-1.18859138,0.19636992,-1.86927843,1.35262137,0
train_0367,2.12945707,-2.14969209,-0.76155333,-1.81336333,1
train_0368,1.74149040,-0.81669583,1.83221015,-1.74171240,0
train_0369,1.62081335,-1.49302681,-1.23883948,-2.22264820,0
train_0370,0.28049323,1.64683450,-1.60450461,-0.32924126,1
train_0371,2.05481822,2.09917309,2.12894653,-1.78215033,0
train_0372,0.44332498,0.47620343,2.07269187,-1.03748614,0
train_0373,-2.18452006,-1.04176192,0.17929385,1.01874918,0
train_0374,-1.26552564,1.20785344,1.86306866,0.85685161,0
train_0375,-1.03769744,1.97655352,0.24365522,-2.38367989,1
train_0376,-0.47192384,0.68121278,-0.76261742,2.17445344,0
train_0377,-0.43073148,-0.08715927,-1.97533788,1.41267402,0
train_0378,1.53725130,2.43788055,-0.75840040,-1.62635562,1
train_0379,-1.70470041,-0.44243025,-1.90400483,2.26555538,0
train_0380,2.05463480,1.45065768,-2.29484902,-0.19425700,1
train_0381,-2.40725923,-0.96486647,2.09427149,-0.71975027,0
train_0382,1.46708284,1.07261259,1.47606030,-2.36906532,0
train_0383,-2.19094645,-1.49478913,2.23415988,-1.31185049,0
train_0384,2.28548075,1.10423896,2.38247873,-1.76236661,0
train_0385,1.26761701,-1.28497856,-1.02121681,0.21364332,1
train_0386,1.23094548,1.05228603,-0.44808736,-2.40672982,0
train_0387,0.90270700,2.23189698,-1.60697248,-1.55772730,1
train_0388,-2.22706408,-0.85041051,1.50801039,1.15812865,0
train_0389,0.33865251,0.67466082,-1.03588146,-0.98418466,0
train_0390,2.12157434,0.73481030,0.03437085,-0.57821987,0
train_0391,1.34237607,-1.40913274,0.57435771,0.35967462,1
train_0392,-1.42337566,-0.45468234,-1.66041375,-1.86809481,0
train_0393,-0.70011761,-2.33979304,-0.74422196,0.32229459,1
train_0394,-2.17767058,-1.29104020,-1.26116771,2.04013680,0
train_0395,1.12530649,-0.78876219,1.83687090,-0.41826982,0
train_0396,1.96373531,-1.25013217,1.02893627,-0.58264427,1
train_0397,-2.36961216,1.10185143,1.92792687,-1.93491070,0
train_0398,-0.14620445,1.29429440,-0.65938994,-2.34405182,0
train_0399,-0.78416438,-1.55633920,1.28115800,-0.93231464,0
train_0400,-1.20304816,-0.45832774,1.95461070,-0.87575264,0
train_0401,0.38002394,0.56778212,-0.32916220,2.13723525,0
train_0402,0.89988240,0.50236014,-1.54356171,-2.02905461,1
train_0403,0.34671974,0.88270646,-0.85806199,-1.74644896,0
train_0404,1.82056082,-0.21663787,-0.20282352,-0.01904764,0
train_0405,1.48002670,1.11909094,2.32897670,1.45186633,0
train_0406,1.64138139,1.84501668,-1.73818122,2.49772232,1
train_0407,0.35282480,-0.33487995,1.78796574,-1.90124249,0
train_0408,0.87408659,2.13509772,2.40516635,-1.43685296,0
train_0409,-1.72905256,-0.34073212,1.70032989,1.66444009,0
train_0410,1.78345246,-1.64231983,-0.42928533,0.84739866,1
train_0411,-1.03004009,1.44426751,-1.75627407,2.12577793,0
train_0412,0.43657774,2.07949549,-0.69957479,0.99738718,1
train_0413,1.42850579,0.80703687,0.97260921,1.37897410,0
train_0414,1.03565770,1.56012899,0.52985925,-2.29872617,0
train_0415,2.47799270,-2.20857854,1.20546820,-1.34989448,1
train_0416,-2.36535872,-1.04720384,1.97072751,1.71687098,0
train_0417,1.06049253,-0.91395353,2.16228304,-0.48885562,0
train_0418,2.49791568,1.08374814,2.44109696,0.86821362,0
train_0419,-0.17076998,1.20882405,-0.32137854,-2.48823217,0
train_0420,2.23928489,-1.10958990,2.03258591,0.19264122,0
train_0421,-0.17573093,-0.78549396,2.30449619,-0.31383303,0
train_0422,0.97488370,1.29933565,0.73287670,1.81085257,1
train_0423,-1.52656550,-0.73180039,-0.38886994,2.20369561,0
