x1,x2,y0,y1,y2,y3
10.956715090955912,33.064066692823225,0,0,1,0
8.973248527284582,38.04636132428444,0,0,1,0
11.001578706114069,31.02363415461193,1,0,1,1
22.016413698104053,38.96862113793945,1,0,0,0
21.020868540151593,30.083211662574882,1,0,1,0
15.054523599556928,31.953183936247736,0,0,1,0
13.998678502262965,22.05362666823551,0,0,1,1
18.13552733844232,35.939781652573295,0,0,1,0
22.03845737509834,28.02224710312723,1,0,1,1
14.030978260306277,33.01986641541314,1,0,1,1
20.00374906089949,30.07127706861855,0,0,1,0
17.945624894011928,39.95941999744039,1,0,1,1
10.07115475747558,35.9803473531207,0,0,1,0
15.9949611042027,25.069349636495442,1,1,0,1
14.920625358813435,22.96211941377289,1,0,1,1
9.026871488506954,32.96430024513827,1,0,1,0
22.99612805661839,33.90890208852159,0,0,1,1
10.037342340531715,26.995587727485344,1,0,0,1
20.011068762698812,30.019758657140773,1,0,1,1
21.964207127810937,30.005007145623004,1,0,1,0
21.00833675848167,32.96015211733594,0,1,1,1
18.02871771416396,33.9923224838915,0,0,1,1
24.05045559531275,30.053650464298084,1,0,0,0
18.00850121571273,23.988187518368814,1,0,1,1
20.105781491503127,27.069675975480504,1,1,1,1
13.007274652351766,29.9958088739249,1,1,1,0
15.961162442319685,41.054676729410815,0,0,1,0
18.109942392674117,22.99912010353722,1,0,0,0
17.978026824332655,33.93280505441543,0,0,1,0
14.959696626352422,28.042443296131772,1,0,1,0
18.96323683691198,35.95150909683691,0,0,1,1
19.05475770406563,29.96346437623994,1,0,0,0
19.97952672237438,33.944538143319846,0,0,1,1
27.97088232002692,11.986020442324124,0,1,0,1
14.075435981166128,33.048377520799555,1,1,1,0
27.050319523880987,27.11437250003266,1,1,1,0
15.052891738406446,31.013616670056415,1,0,1,1
24.035513743823557,33.06523658499108,1,0,0,0
15.964610106841564,32.03269931161176,1,1,1,1
27.950945642094187,21.979319737862777,1,0,1,1
14.002315498239707,16.953696097982476,1,0,1,0
15.921981626302845,28.996708560566304,1,1,1,1
15.9799685540115,29.947832490819135,1,0,1,1
16.99720315029698,24.088454166288507,0,1,1,0
21.024358090891283,32.93792988109735,1,0,1,0
22.02401539086121,18.955128963961428,1,0,0,0
27.079263060709266,23.961969352349477,1,0,0,1
12.030444525828852,31.954795541692548,1,0,1,1
18.16206295384884,29.052726684827103,0,0,0,1
18.017578539148122,17.979037967166338,1,1,0,0
22.131324245451847,33.0675085025631,1,0,0,0
14.924311918668002,35.99338271633213,1,0,0,1
15.08114867243147,22.027125772176777,0,0,1,0
22.920737268869612,30.001537627426746,0,0,1,1
22.97342715488466,23.094769181273833,1,1,0,1
18.98692893964135,26.967025115191337,1,1,1,0
23.994639441552387,24.994864302666254,1,1,1,1
28.032115857325024,32.033126306489066,1,0,0,0
17.936064501611156,34.020087445965984,1,0,0,0
27.013666062826843,30.11194158332072,1,1,1,1
17.020770941514673,29.00349792947057,1,0,0,0
18.926516727896484,25.94997371579213,1,0,0,0
23.98354731639759,39.987208843287874,1,0,1,0
21.00550902888907,25.94775955528467,0,1,1,0
21.00126314155492,25.027133817328018,0,1,1,1
25.950651012210198,29.972683782074366,1,0,1,1
19.967543843918087,41.96455204894771,1,0,1,1
21.018530405441215,16.97391898313209,0,0,0,1
19.973337390865865,26.01223881418993,1,0,1,1
22.932170007453045,31.922875769609924,1,0,0,0
24.028237112924522,31.939389498812663,1,1,1,0
21.04404617315996,29.999050870015957,0,0,0,1
16.061942494233673,27.00195225427823,1,0,1,0
23.97223870279149,25.019307345049608,1,0,1,1
29.057898452628276,32.99079435339414,1,0,0,1
26.961567859751927,33.98765570720864,1,0,1,1
27.036319825659948,27.99539787306895,1,1,1,1
24.00506535275766,32.94611318209763,1,0,0,0
28.01288478606383,26.974168761901264,1,0,1,1
33.965653118916705,37.003983636963376,1,0,1,1
9.997226199187184,25.915118884524095,1,1,1,1
17.04450135788716,25.98100490879457,0,0,1,1
23.980583304843368,35.99981554871758,1,0,1,1
23.9695816252048,20.905103224074924,0,0,1,1
29.95810883706112,23.03515127295227,0,0,0,1
27.999613685944716,28.018316848446702,1,1,1,1
23.973657340200642,28.987724925513223,0,0,0,1
13.931949153604627,24.098676071840682,1,0,0,1
22.94081204514699,28.082136715096883,1,0,1,1
15.996741919092965,37.083514021039385,0,0,1,1
16.999344428450165,33.98416885974691,0,0,1,1
18.935842609869816,31.924978979888973,1,0,1,0
25.98562644339721,30.066236848281363,1,1,0,1
18.044334503770305,31.950717191551664,1,0,1,0
18.99698428734431,34.14981195476991,1,1,1,1
23.00170888578623,42.015030740338226,1,0,1,0
12.126749637304991,37.009487828058134,0,0,1,0
21.918550121746986,31.07985139299255,1,0,0,0
26.011472823722233,32.023476818350794,0,1,0,0
22.084688312038125,36.94747900283257,1,1,1,1
18.059799208919088,33.01614546152024,1,0,0,0
23.024530345122795,35.04254304519296,1,0,0,1
23.05633824041305,33.96437975633239,1,1,1,0
16.021688456110724,32.02272659359344,1,0,0,0
16.953213340040783,18.940590065543983,1,0,1,0
18.04060481063423,13.950624111007565,0,1,0,0
19.029436781144057,32.99507912956711,1,0,1,1
11.946138606276262,39.01144849678322,1,1,1,1
25.05995852343386,24.060277028224014,1,0,0,1
19.983371840926083,31.01697963116276,1,0,0,0
18.000276556931464,33.95878503958912,0,0,1,1
15.000369248706516,34.00843737976141,0,0,1,0
24.920351227435994,22.0022094959778,1,0,1,1
14.989628588165159,24.972771463405255,0,0,1,1
19.91702015808368,23.947228310952216,1,0,1,1
21.990896053532573,25.856518998757252,1,0,0,0
16.025849523608056,25.97724413329807,1,0,1,0
22.989307219950305,24.951137688443406,1,0,1,0
20.0322074168576,29.963296326592822,1,0,1,1
19.950253277809182,31.01134365090064,1,1,1,1
18.963212400487485,31.03506754191724,1,1,1,1
20.030732202404092,33.06275792083524,1,0,1,1
24.955870953332496,37.01679228364429,0,1,0,0
11.991149320696179,33.00305074277071,1,0,1,1
10.976499564049233,49.93029420781233,0,0,1,0
26.000528760276453,27.039767770689654,1,1,0,1
15.990018408766119,32.9426048562405,0,0,1,1
11.017565483799396,25.054959199689264,1,0,1,0
22.043624925107153,25.055417378894003,1,1,0,0
21.948638470165616,29.962465103174793,1,0,1,0
8.898069474671379,39.05608920754923,0,0,1,0
12.039642355925883,36.975507389570545,0,0,1,0
26.0220679346265,17.982561365939937,0,0,0,1
30.00575904415764,26.984782969754104,0,1,0,0
14.993138664908187,28.036807213113054,0,0,1,0
22.085715733999216,35.049366154701346,0,0,1,1
15.002446241234008,23.986234539381897,1,0,1,0
14.954653150745205,28.000215382117158,1,1,1,1
17.0033590554827,34.98066581787558,0,0,1,0
27.966442560243465,26.97611988533334,1,1,1,1
17.965340652692877,26.991311880531892,0,1,0,1
15.017985574945206,43.02311928294252,1,0,1,0
14.037855918433722,27.043435133761584,0,0,1,0
22.057437117491137,33.963399603354716,1,1,1,0
15.068370076386921,24.002582585722365,1,0,1,1
19.038856422963775,36.030055197201,1,0,1,1
17.92458133063341,32.987931527264934,1,0,0,0
14.139984861091865,29.981666060317472,1,0,1,0
14.00128850968475,29.009146437676947,1,0,1,0
23.977873676723057,34.05624664178523,1,0,0,0
16.16355130611073,36.94037590366088,0,0,1,0
29.914476597521336,31.97282748363483,1,0,1,1
16.012727706275637,19.97559456123307,1,1,1,1
14.022760136231858,25.010848091180726,0,0,1,0
23.02796850336537,38.92663790032566,1,0,1,0
18.01631494717158,24.00189399972448,1,0,0,1
14.982580782446885,43.06136455733211,0,0,1,1
16.958411941286858,27.00795481210945,1,0,1,1
26.91442303124084,36.09502701277171,0,1,0,0
17.98727494732967,26.882272469285404,1,0,1,0
27.954741247162822,34.965068379266874,1,1,1,1
16.89067967799914,31.04843702659618,0,0,1,0
18.93382872866184,33.000247834850455,1,0,0,1
20.089247406144008,34.96955745459273,0,0,1,0
21.99476066731761,35.99608134859371,1,0,0,0
16.05706329847552,30.955964103964426,1,0,1,1
25.016154162896896,18.984193756401577,1,0,1,1
17.922264496346006,23.97050593342231,1,0,1,0
11.998141960753307,35.94898683539408,1,0,1,0
10.027905850597483,33.99194382412718,1,0,1,1
23.951950182903783,33.07038794026271,1,0,0,0
20.994835579248072,27.044789025551864,0,0,0,1
26.005838004393627,22.008531354180953,1,0,0,0
13.993948579211,27.018050055181572,1,0,1,0
15.971784338111938,39.03915682676362,1,1,1,0
29.012313904574693,18.024686135723012,0,0,0,1
22.052621150639958,42.02280060910546,0,0,1,1
14.842816684898763,33.947804411270525,1,0,1,0
24.024119311866624,22.908174489881247,1,1,1,0
24.975599004921904,19.077222473905934,1,0,0,0
17.965719650382088,21.07735447430658,1,1,1,1
23.91458000535233,33.031590234960596,1,1,1,1
16.9906300389548,28.95037335962514,1,0,1,1
16.03638930751551,24.99735206681685,1,1,1,1
22.99142750842561,28.93546267315422,1,0,0,1
20.99193852844096,27.094468977300867,1,1,1,0
30.016874656940942,43.94974468055773,0,0,1,1
16.92942313727119,34.083721584119765,1,0,1,0
28.011764485458492,24.94373882448101,1,0,0,1
15.0132658840039,29.962843979622278,1,1,1,1
27.921814744072844,29.010970133487696,1,1,1,1
25.96494795880061,31.08007856889477,1,1,0,0
21.00673097181613,24.98444003778842,1,0,0,0
24.99125350589981,24.90106671665553,1,1,1,1
18.977907210885355,21.921307053473207,0,1,1,0
25.98682049249209,23.06681897289384,1,0,0,1
17.052117765851484,40.993223609110316,1,0,0,0
26.988190984888366,22.00943554817056,1,0,0,0
18.029562647102413,33.008601556839025,1,0,0,0
19.014441917582968,30.983343761705818,1,1,1,1
16.015187125122566,26.08437850604032,0,1,1,0
27.971040250773754,25.93283577739449,0,0,0,1
17.96221766417874,38.00280716701221,1,0,1,0
13.020496779249028,30.016831185331366,1,0,1,0
11.95079757384904,43.96807119048115,0,0,1,0
26.034983663767644,29.9523214592653,1,0,0,0
19.004716007819056,20.099721424734053,1,0,0,1
21.019102878723125,25.03994564637955,1,0,0,0
25.965532737389132,28.020939891410027,0,1,1,1
25.02666260106069,16.932726445103356,1,0,1,1
17.08449113102205,24.06710911473866,0,0,1,1
19.038309198342514,23.98802506822066,1,0,1,1
19.00874096635104,34.882125627050634,1,1,1,0
10.061852527092123,34.99747062992833,0,0,1,0
21.903199943545793,27.99712151187973,0,0,0,1
26.94794384320256,21.977784527390217,1,0,0,0
14.894044802989134,34.04454549074647,1,0,1,1
14.052445185758579,28.160408045695824,1,0,0,0
18.92806124363799,27.020974863615486,1,0,1,1
30.030617246004923,31.047925562689006,1,0,0,1
13.021381810943987,47.98398796288493,0,0,1,0
20.99109482665902,31.92932457008759,1,0,1,0
18.98044012483397,26.973064405172547,1,0,1,1
14.914668134683286,55.97707958627234,0,0,1,0
20.101129470233246,25.959285622346336,1,0,0,0
22.977681742248578,23.968990077272306,1,0,1,0
28.050583020685334,27.98771396131689,1,0,0,0
12.929149554344852,28.117791059079906,0,1,1,0
21.879069285865214,27.063823544139048,1,0,0,1
20.008532597087502,29.930474378318472,1,0,1,1
17.999398504005054,21.984253167962144,1,0,0,0
30.98359651882872,23.99585514882592,1,0,0,1
23.03082538712339,30.99992139977654,1,1,1,1
15.011423034086617,27.03161880962829,1,1,1,0
21.914212085781084,27.94537228648083,1,0,1,1
16.913280711877555,31.00684366603447,1,0,0,0
12.06002101999551,40.02017940351406,0,0,1,1
17.967720169877115,27.036631978323275,1,0,1,0
14.031374694833593,38.92007507339934,1,0,1,1
15.954272247660304,33.01503572709089,1,0,0,0
17.989020300537064,40.992134108357575,0,0,1,1
13.013171263082608,31.004069391821254,1,1,0,0
14.021813972661644,27.989016916403074,1,1,1,0
15.97564420948012,34.08259959187217,1,1,1,1
15.91905673533599,30.95857229232832,0,0,1,0
26.034181436473986,25.954434425563317,0,0,0,1
22.07510575739973,43.947257883284074,0,0,1,1
23.96833728988632,24.028077057730982,1,1,1,1
21.96003317678375,24.01713235995974,1,0,0,0
11.991353344358004,32.00820736800382,1,0,1,0
11.983592858392667,28.974593950379216,1,0,1,0
23.974350262540163,28.995257769653573,0,0,1,1
22.05998648901721,26.023486366986752,1,1,1,1
21.013459289441382,23.94694039053323,1,1,1,0
17.957498791614384,23.93470088136062,1,0,0,0
21.999604450493763,35.97687085929717,1,0,1,0
14.991557870739852,29.920902374128104,1,0,0,0
15.909370581671569,35.013417949400925,0,0,1,0
22.011732309385238,32.92046751508653,1,1,0,0
27.986779064363766,36.96215450636175,1,0,1,1
19.950333643663765,31.019601519902878,0,0,1,1
20.042392581315006,31.965723419357346,1,0,0,0
12.950315754007867,28.913303879838516,0,0,1,0
16.95276860334042,29.04959471698503,1,0,0,0
16.03957494660424,34.93715081623153,1,0,1,0
13.985832841314625,40.03055009799127,0,0,1,0
22.052747804735965,18.0070270497459,0,0,0,1
14.995484049487244,24.96762948971492,1,0,0,1
21.98699617302725,19.030439488576462,1,1,1,1
11.988266159203887,26.060587445359808,1,1,1,1
23.01880347981604,31.958057194524375,1,1,0,0
13.91908863652408,34.122315892945515,1,1,1,1
29.023740816143153,31.96539925253839,1,0,0,0
20.993783358957554,33.0097966032222,0,1,1,1
20.944700752533038,31.99790410089126,1,0,0,0
21.977606679411178,25.097734625770563,1,0,0,1
21.032945529224044,30.11005515693773,1,0,1,0
14.067549546938924,34.035653464092576,1,0,1,0
13.958099040978716,35.05831441532663,1,0,1,0
15.025462399220654,30.987362115473278,1,0,1,0
18.045118370856766,28.031530618124165,1,0,1,1
19.996441650557344,34.90571191947144,1,1,1,1
15.047147787805484,30.940024558622113,1,0,0,1
20.9587946750368,25.996261871829336,1,0,0,0
22.020960030414532,23.007411154809173,1,0,1,0
20.064797634414212,28.0080471068308,1,0,1,0
16.94380141187853,31.02199619833438,1,0,1,0
18.947186729585468,31.037762588798806,1,1,1,1
16.018163153962377,38.996379383058475,0,0,1,0
9.027938551736888,35.027925759080375,1,0,1,0
21.02368359454084,38.98067635636416,1,0,1,0
19.921809265433904,28.031059877972645,0,0,1,0
21.981013202607517,25.956244517890266,1,0,0,1
30.96766205417602,25.02614398334588,1,0,0,1
22.97301058484935,25.03935422210491,1,0,1,1
17.016159879842935,32.02418506968043,1,0,1,0
13.016657126603755,31.892087516862603,1,0,1,0
19.955312183085276,42.8872412220763,1,0,0,0
20.003549735771248,29.977689736782636,0,1,0,0
22.015879744541582,32.99069144686679,1,0,1,0
15.960863304420135,37.05982492390932,1,0,1,0
23.021872421743076,31.05878427016155,0,0,1,1
18.938784829497887,31.976917889853954,1,0,1,1
25.95076737075038,21.994751165765766,0,0,0,1
17.973548075121617,22.9888355138973,1,0,1,1
16.961732224243985,31.94075173958579,1,0,1,1
18.00248703327223,29.9553633895381,1,0,1,1
18.016370554759877,29.98721801474761,1,1,1,1
21.009119460736194,22.06404721043902,1,0,1,0
16.0551233257184,29.946992305120087,0,0,1,0
29.042425805269424,38.077294823988936,1,1,0,0
23.046066509893883,30.965392296415356,1,0,1,0
11.070630395031811,35.04684832709572,1,0,1,0
22.012003575632104,19.985364791778924,1,1,1,1
16.963650281379632,52.119193051899096,0,0,1,0
18.92294635017493,31.96900231680536,1,0,1,1
26.03353071552532,20.973363216348236,1,0,0,0
21.075556828317957,31.981527233108814,1,0,1,1
13.947639561996148,25.030542051556836,1,0,1,1
23.016089568452426,28.829564396176416,1,0,0,0
19.01986170264895,31.09750694920875,1,1,1,1
27.97948296342742,28.084615757805892,1,0,1,1
11.986084122014416,38.923127852543665,1,0,0,0
20.014104394541743,29.012350335374208,1,0,0,0
15.07597623396546,30.969322872035544,1,1,1,1
17.069063950777945,32.08382973991228,1,0,1,1
8.988357464194221,32.09577173457864,1,0,1,0
18.007436408796014,27.06440330351311,1,0,0,0
26.99943545765196,35.023986625776125,1,0,1,1
18.917429908378853,17.94379297409178,0,1,0,0
31.028420476228742,23.911439758080405,1,1,1,1
22.02121240687276,28.00096637118337,1,0,0,0
20.038981051036796,31.998932679046472,1,0,1,1
19.996690368365563,33.97961346141978,1,1,1,1
18.96879394724685,25.894137834393973,1,0,0,0
21.97245915413331,30.082944858380564,0,0,1,0
15.056602568360534,32.98189044329725,1,1,1,1
20.06260217818493,32.99736393119979,1,0,0,0
20.9438411008956,31.01597770033617,1,0,1,1
13.962949071011055,28.96094044869265,1,1,1,1
15.08123925199499,25.12446270845117,1,0,1,1
15.016946926123103,31.12137360221688,1,0,1,0
24.049414220155132,23.059577540632507,1,0,0,0
29.014256192067112,31.980968757646682,1,1,0,1
19.98607021135969,27.057229666941367,1,0,1,1
20.01337701430633,22.98475660685033,1,0,0,1
21.971759832444878,19.014808479231437,0,1,0,1
13.987793861412369,30.99899527258121,0,0,1,0
18.026118010691725,27.988393715475233,1,0,1,1
13.932788180149164,37.020306862735275,1,1,0,1
23.07148937262352,19.98462361176415,0,1,1,0
19.02903113097235,32.9310949329233,0,0,1,1
28.929241661325875,41.05612799350747,1,0,1,0
16.01880367658479,29.9095881222498,1,0,1,0
20.028358535350986,17.90337054895297,1,0,0,1
10.006628485494783,28.018549411246976,0,0,1,0
24.056106400991744,28.982823214058715,1,0,1,1
15.000512334200845,29.000013505204407,1,0,1,0
18.03943055596326,29.041111465778016,1,0,0,0
24.92025623679922,37.94760798905651,0,0,1,0
11.989422669845974,36.02048756098117,0,0,1,0
20.050816160127034,23.11158930727462,1,1,1,1
18.98234518342911,27.040058918614086,1,1,1,1
21.88301259421463,31.947182676824827,1,0,0,0
17.991981168202738,33.92950232549928,1,0,1,1
29.011302979455103,28.079636422800977,0,1,0,0
29.995147043706293,29.071316348845002,1,0,0,0
17.97021483622933,31.096368487761513,1,0,0,0
25.99487070268957,28.08210808459652,0,0,0,1
13.067055780584065,23.939355468272908,1,0,1,0
18.080814087678185,28.00883938188816,1,0,1,1
11.997060867420961,31.96174519365513,1,0,1,0
11.970823831060448,37.08182126061708,1,0,1,0
20.993105890552886,37.003746353928314,1,0,1,1
27.00368282974961,26.96269026232215,1,0,0,0
31.967519718369918,36.00629180276104,0,1,0,0
13.976155798848335,30.077436277923145,0,0,1,0
19.974327400647546,30.93873346592087,0,0,1,1
20.02399195184511,31.06865874589443,1,1,1,0
25.967860821517963,31.027356115271967,0,1,1,1
20.05781706484495,30.038267126806815,1,0,1,1
14.992898019588353,22.98608731157714,1,1,1,0
18.03009478243032,26.96606059130789,1,0,1,1
23.071554958279464,28.014090427434176,1,0,0,0
19.949805593199432,19.03637668468129,1,0,0,1
11.917423700238032,36.02123422266029,1,0,1,1
16.065395781188993,39.90149924840142,1,1,1,1
17.041435570306447,29.08529701393544,1,0,0,0
17.999283299774405,23.048699816887975,0,0,1,1
23.93086309148507,39.99560362952901,1,0,0,0
23.912960178432687,24.966702380212034,1,1,1,1
22.07195375417431,23.036635547138467,1,1,1,1
23.947466805038342,19.912574098525823,1,1,1,1
15.964293445389998,28.96599654229858,0,0,1,0
24.953302977367688,33.97447795755463,1,0,1,0
20.008958588730042,32.142873653773236,1,1,1,1
20.910913375044945,32.05672662243486,1,0,1,0
13.94622901216906,47.95384174379859,0,0,1,0
25.00231016379075,32.03482059454114,1,0,1,1
19.997227331259605,26.997995254394777,1,0,0,0
17.028866637089234,18.95725076095458,1,0,1,1
18.937197260356598,35.99150627582101,1,1,1,1
23.015450117804285,25.101616851235516,1,1,1,1
25.96909727966074,34.948263950465766,1,0,0,1
20.975755000361058,28.06144075013583,1,0,1,1
21.96869597682138,38.98806581384682,1,0,0,0
25.923195752047764,35.94304219622329,0,0,1,0
19.000107454021386,22.934799187138605,0,0,1,0
19.98297469524841,40.03269739104615,1,0,1,1
17.947969957257925,46.92516697616386,1,0,1,0
18.928913632648126,26.965216044024167,0,0,1,1
22.939364060047872,25.02137405210604,1,0,0,0
27.035931081269553,24.99209893856266,0,0,0,1
24.07637660323786,20.05729951541563,1,0,0,1
18.003299165095914,21.976779409038443,1,0,1,1
19.952646858645302,32.94889563770116,1,1,1,0
27.04623495983849,34.02230705021238,1,0,0,0
22.042711993028842,35.011550498862775,1,0,1,1
19.953170109119487,31.00059647665983,1,0,1,0
23.963122156796604,32.0012274916202,1,0,0,0
20.964792003121275,37.07157385569637,0,1,1,0
22.026327862524678,38.027939892607115,0,0,1,1
21.923707150863365,34.019143556768576,0,0,1,0
16.097238111882525,30.01562699569913,1,1,1,1
12.913546442662888,24.997432857082753,1,0,0,1
25.99140706005065,20.05896689048596,1,0,0,0
9.955177742193786,26.941110511614955,1,0,1,0
10.085476730781313,32.07391645502201,1,0,1,0
19.042443326801752,27.96506182905926,0,0,1,1
24.046377288865678,45.03752117772018,1,0,1,0
17.014590638371317,49.05595435424255,0,0,1,1
19.03912590903362,33.07767823342471,1,0,1,0
18.03370116011581,28.095908219731438,1,1,1,1
17.136564435457977,39.02954410367458,0,0,1,1
17.03918798836989,30.017620968950503,1,1,1,1
22.96109380790697,30.09252061611875,1,0,1,0
21.95273717240633,28.067584068643004,1,0,1,1
